2023-12-09 13:17:45.990 [main] org.example.back.Login:27 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:20:43.363 [main] org.example.back.Login:30 INFO  org.example.back.Login - Enter username
2023-12-09 13:20:43.364 [main] org.example.back.Login:34 INFO  org.example.back.Login - Enter password
2023-12-09 13:20:59.185 [main] org.example.back.Login:27 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:21:04.772 [main] org.example.back.Login:30 INFO  org.example.back.Login - Enter username
2023-12-09 13:21:32.153 [main] org.example.back.Login:34 INFO  org.example.back.Login - Enter password
2023-12-09 13:21:42.749 [main] org.example.back.JsonProcessing:132 WARN  org.example.back.JsonProcessing - Username is not found: Bohdan
2023-12-09 13:21:42.749 [main] org.example.back.JsonProcessing:133 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:21:52.697 [main] org.example.back.Login:47 INFO  org.example.back.Login - User Bohdan not logged in, proceeding to registration
2023-12-09 13:21:53.391 [main] org.example.login.LoanUser:23 INFO  org.example.login.LoanUser - Creating LoanUser instance with user input.
2023-12-09 13:21:53.392 [main] org.example.login.LoanUser:35 INFO  org.example.login.LoanUser - Reading user input for LoanUser.
2023-12-09 13:21:53.393 [main] org.example.login.LoanUser:38 INFO  org.example.login.LoanUser - Prompting user for name.
2023-12-09 13:24:30.323 [main] org.example.back.Login:27 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:24:30.325 [main] org.example.back.Login:30 INFO  org.example.back.Login - Enter username
2023-12-09 13:24:30.326 [main] org.example.back.Login:34 INFO  org.example.back.Login - Enter password
2023-12-09 13:24:43.012 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:24:43.017 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:24:52.550 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:24:53.408 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:24:54.285 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:24:58.659 [main] org.example.back.JsonProcessing:122 INFO  org.example.back.JsonProcessing - User Bohdan logged in successfully
2023-12-09 13:25:00.593 [main] org.example.back.Login:45 INFO  org.example.back.Login - User Bohdan successfully logged in
2023-12-09 13:27:59.713 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:27:59.720 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:27:59.721 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:27:59.721 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:27:59.722 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:27:59.753 [main] org.example.back.JsonProcessing:122 INFO  org.example.back.JsonProcessing - User Bohdan logged in successfully
2023-12-09 13:27:59.753 [main] org.example.back.Login:45 INFO  org.example.back.Login - User Bohdan successfully logged in
2023-12-09 13:29:47.341 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:29:47.347 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:29:47.347 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:29:47.348 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:29:47.348 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:29:47.379 [main] org.example.back.JsonProcessing:122 INFO  org.example.back.JsonProcessing - User Bohdan logged in successfully
2023-12-09 13:29:47.379 [main] org.example.back.Login:45 INFO  org.example.back.Login - User Bohdan successfully logged in
2023-12-09 13:30:26.445 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:30:26.451 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:30:26.451 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:30:26.452 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:30:26.453 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:30:26.484 [main] org.example.back.JsonProcessing:122 INFO  org.example.back.JsonProcessing - User Bohdan logged in successfully
2023-12-09 13:30:26.485 [main] org.example.back.Login:45 INFO  org.example.back.Login - User Bohdan successfully logged in
2023-12-09 13:33:49.561 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:33:49.566 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:33:49.567 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:33:49.567 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:33:49.568 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:33:49.590 [main] org.example.back.JsonProcessing:132 WARN  org.example.back.JsonProcessing - Username is not found: BadUsername
2023-12-09 13:33:49.590 [main] org.example.back.JsonProcessing:133 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:33:49.590 [main] org.example.back.Login:48 INFO  org.example.back.Login - User BadUsername not logged in, proceeding to registration
2023-12-09 13:33:49.591 [main] org.example.login.LoanUser:23 INFO  org.example.login.LoanUser - Creating LoanUser instance with user input.
2023-12-09 13:33:49.591 [main] org.example.login.LoanUser:35 INFO  org.example.login.LoanUser - Reading user input for LoanUser.
2023-12-09 13:33:49.591 [main] org.example.login.LoanUser:38 INFO  org.example.login.LoanUser - Prompting user for name.
2023-12-09 13:34:01.679 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:34:01.685 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:34:01.686 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:34:01.686 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:34:01.686 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:34:01.717 [main] org.example.back.JsonProcessing:126 WARN  org.example.back.JsonProcessing - Password is incorrect for user: Bohdan
2023-12-09 13:34:01.717 [main] org.example.back.JsonProcessing:127 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:34:01.718 [main] org.example.back.Login:48 INFO  org.example.back.Login - User Bohdan not logged in, proceeding to registration
2023-12-09 13:34:01.718 [main] org.example.login.LoanUser:23 INFO  org.example.login.LoanUser - Creating LoanUser instance with user input.
2023-12-09 13:34:01.719 [main] org.example.login.LoanUser:35 INFO  org.example.login.LoanUser - Reading user input for LoanUser.
2023-12-09 13:34:01.719 [main] org.example.login.LoanUser:38 INFO  org.example.login.LoanUser - Prompting user for name.
2023-12-09 13:34:28.296 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:34:28.302 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:34:28.303 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:34:28.303 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:34:28.304 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:34:28.334 [main] org.example.back.JsonProcessing:126 WARN  org.example.back.JsonProcessing - Password is incorrect for user: Bohdan
2023-12-09 13:34:28.334 [main] org.example.back.JsonProcessing:127 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:34:28.335 [main] org.example.back.Login:48 INFO  org.example.back.Login - User Bohdan not logged in, proceeding to registration
2023-12-09 13:34:28.335 [main] org.example.login.LoanUser:23 INFO  org.example.login.LoanUser - Creating LoanUser instance with user input.
2023-12-09 13:34:28.336 [main] org.example.login.LoanUser:35 INFO  org.example.login.LoanUser - Reading user input for LoanUser.
2023-12-09 13:34:28.336 [main] org.example.login.LoanUser:38 INFO  org.example.login.LoanUser - Prompting user for name.
2023-12-09 13:35:23.690 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:35:23.697 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:35:27.388 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:35:28.888 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:35:30.743 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:35:46.581 [main] org.example.back.JsonProcessing:126 WARN  org.example.back.JsonProcessing - Password is incorrect for user: Bohdan
2023-12-09 13:35:46.582 [main] org.example.back.JsonProcessing:127 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:36:15.147 [main] org.example.back.Login:48 INFO  org.example.back.Login - User Bohdan not logged in, proceeding to registration
2023-12-09 13:36:16.009 [main] org.example.login.LoanUser:23 INFO  org.example.login.LoanUser - Creating LoanUser instance with user input.
2023-12-09 13:36:16.010 [main] org.example.login.LoanUser:35 INFO  org.example.login.LoanUser - Reading user input for LoanUser.
2023-12-09 13:36:16.012 [main] org.example.login.LoanUser:38 INFO  org.example.login.LoanUser - Prompting user for name.
2023-12-09 13:41:07.369 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:41:07.375 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:41:07.376 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:41:07.376 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:41:07.377 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:41:07.408 [main] org.example.back.JsonProcessing:126 WARN  org.example.back.JsonProcessing - Password is incorrect for user: Bohdan
2023-12-09 13:41:07.409 [main] org.example.back.JsonProcessing:127 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:41:07.410 [main] org.example.back.Login:48 INFO  org.example.back.Login - User Bohdan not logged in, proceeding to registration
2023-12-09 13:42:53.909 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:42:53.915 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:42:53.916 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:42:53.916 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:42:53.917 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:42:53.946 [main] org.example.back.JsonProcessing:126 WARN  org.example.back.JsonProcessing - Password is incorrect for user: Bohdan
2023-12-09 13:42:53.947 [main] org.example.back.JsonProcessing:127 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:42:53.947 [main] org.example.back.Login:48 INFO  org.example.back.Login - User Bohdan not logged in, proceeding to registration
2023-12-09 13:44:11.272 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:44:11.278 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:44:11.279 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:44:11.279 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:44:11.281 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:44:11.313 [main] org.example.back.JsonProcessing:126 WARN  org.example.back.JsonProcessing - Password is incorrect for user: Bohdan
2023-12-09 13:44:11.314 [main] org.example.back.JsonProcessing:127 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:44:11.314 [main] org.example.back.Login:48 INFO  org.example.back.Login - User Bohdan not logged in, proceeding to registration
2023-12-09 13:45:02.415 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:45:02.421 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:45:02.421 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:45:02.422 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:45:02.422 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:45:02.452 [main] org.example.back.JsonProcessing:126 WARN  org.example.back.JsonProcessing - Password is incorrect for user: Bohdan
2023-12-09 13:45:02.453 [main] org.example.back.JsonProcessing:127 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:45:02.453 [main] org.example.back.Login:48 INFO  org.example.back.Login - User Bohdan not logged in, proceeding to registration
2023-12-09 13:45:27.279 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:45:27.284 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:45:27.284 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:45:27.284 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:45:27.285 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:45:27.315 [main] org.example.back.JsonProcessing:126 WARN  org.example.back.JsonProcessing - Password is incorrect for user: Bohdan
2023-12-09 13:45:27.315 [main] org.example.back.JsonProcessing:127 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:45:27.315 [main] org.example.back.Login:48 INFO  org.example.back.Login - User Bohdan not logged in, proceeding to registration
2023-12-09 13:45:47.791 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:45:47.795 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:45:47.796 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:45:47.796 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:45:47.797 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:45:47.819 [main] org.example.back.JsonProcessing:126 WARN  org.example.back.JsonProcessing - Password is incorrect for user: Bohdan
2023-12-09 13:45:47.819 [main] org.example.back.JsonProcessing:127 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:45:47.820 [main] org.example.back.Login:48 INFO  org.example.back.Login - User Bohdan not logged in, proceeding to registration
2023-12-09 13:46:18.916 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:46:18.920 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:46:18.921 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:46:18.921 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:46:18.922 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:46:18.948 [main] org.example.back.JsonProcessing:126 WARN  org.example.back.JsonProcessing - Password is incorrect for user: Bohdan
2023-12-09 13:46:18.949 [main] org.example.back.JsonProcessing:127 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:46:18.949 [main] org.example.back.Login:48 INFO  org.example.back.Login - User Bohdan not logged in, proceeding to registration
2023-12-09 13:47:00.539 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:47:00.543 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:47:00.544 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:47:00.544 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:47:00.545 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:47:00.570 [main] org.example.back.JsonProcessing:126 WARN  org.example.back.JsonProcessing - Password is incorrect for user: Bohdan
2023-12-09 13:47:00.571 [main] org.example.back.JsonProcessing:127 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:47:00.571 [main] org.example.back.Login:48 INFO  org.example.back.Login - User Bohdan not logged in, proceeding to registration
2023-12-09 13:47:55.270 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:47:55.274 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:47:55.275 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:47:55.275 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:47:55.276 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:47:55.308 [main] org.example.back.JsonProcessing:126 WARN  org.example.back.JsonProcessing - Password is incorrect for user: Bohdan
2023-12-09 13:47:55.308 [main] org.example.back.JsonProcessing:127 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:47:55.308 [main] org.example.back.Login:48 INFO  org.example.back.Login - User Bohdan not logged in, proceeding to registration
2023-12-09 13:48:28.667 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:48:28.672 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:48:28.672 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:48:28.672 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:48:28.673 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:48:28.692 [main] org.example.back.JsonProcessing:126 WARN  org.example.back.JsonProcessing - Password is incorrect for user: Bohdan
2023-12-09 13:48:28.693 [main] org.example.back.JsonProcessing:127 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:48:28.693 [main] org.example.back.Login:48 INFO  org.example.back.Login - User Bohdan not logged in, proceeding to registration
2023-12-09 13:52:36.414 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:52:36.419 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:52:36.420 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:52:36.420 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:52:36.421 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:52:36.449 [main] org.example.back.JsonProcessing:126 WARN  org.example.back.JsonProcessing - Password is incorrect for user: Bohdan
2023-12-09 13:52:36.449 [main] org.example.back.JsonProcessing:127 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:52:36.449 [main] org.example.back.Login:48 INFO  org.example.back.Login - User Bohdan not logged in, proceeding to registration
2023-12-09 13:53:27.905 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:53:27.909 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:53:27.909 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:53:27.909 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:53:27.910 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:53:27.932 [main] org.example.back.JsonProcessing:132 WARN  org.example.back.JsonProcessing - Username is not found: BadLoginName
2023-12-09 13:53:27.932 [main] org.example.back.JsonProcessing:133 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:53:27.932 [main] org.example.back.Login:48 INFO  org.example.back.Login - User BadLoginName not logged in, proceeding to registration
2023-12-09 13:53:43.392 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:53:43.396 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:53:43.396 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:53:43.397 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:53:43.397 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:53:43.420 [main] org.example.back.JsonProcessing:132 WARN  org.example.back.JsonProcessing - Username is not found: BadLoginName
2023-12-09 13:53:43.420 [main] org.example.back.JsonProcessing:133 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:53:43.420 [main] org.example.back.Login:48 INFO  org.example.back.Login - User BadLoginName not logged in, proceeding to registration
2023-12-09 13:54:11.260 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:54:11.264 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:54:11.265 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:54:11.265 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:54:11.265 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:54:11.288 [main] org.example.back.JsonProcessing:126 WARN  org.example.back.JsonProcessing - Password is incorrect for user: Bohdan
2023-12-09 13:54:11.288 [main] org.example.back.JsonProcessing:127 WARN  org.example.back.JsonProcessing - Method returned null value when ended
2023-12-09 13:54:11.289 [main] org.example.back.Login:48 INFO  org.example.back.Login - User Bohdan not logged in, proceeding to registration
2023-12-09 13:54:11.299 [main] org.example.back.JsonProcessing:63 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/users.json was saved to userList
2023-12-09 13:54:11.300 [main] org.example.back.JsonProcessing:77 INFO  org.example.back.JsonProcessing - All data from src/main/resources/dataForLoginTest/banks.json was read to bankList
2023-12-09 13:54:11.301 [main] org.example.back.Login:28 INFO  org.example.back.Login - Logging, please provide username and password: 
2023-12-09 13:54:11.301 [main] org.example.back.Login:31 INFO  org.example.back.Login - Enter username
2023-12-09 13:54:11.301 [main] org.example.back.Login:35 INFO  org.example.back.Login - Enter password
2023-12-09 13:54:11.301 [main] org.example.back.JsonProcessing:132 WARN  org.example.back.JsonProcessing - Username is not found: BadLoginName
2023-12-09 13:54:11.301 [main] org.example.back.JsonProcessing:133 WARN  org.example.back.JsonProcessing - Method returned null value when ended
